Place,Address,Tags,url,Rating
FatPapas Burgers and Shakes (Bugis),17 Bali Lane Singapore 189853,"Burgers, Western, Halal",https://www.burpple.com/fat-papas,3.97
Ma Maison Restaurant (Bugis Junction),200 Victoria Street #02-51 Bugis Junction Singapore 188021,"Steak, Japanese",https://www.burpple.com/ma-maison-restaurant,3.65
Let's Eat (Bugis Junction),200 Victoria Street #B1-K23 Bugis Junction Singapore 188025,"Local Delights, Hawker Food",https://www.burpple.com/lets-eat,4.03
Polar Puffs & Cakes (Bugis Junction),200 Victoria Street #B1-K8 Bugis Junction Singapore 188021,"Bread, Cakes, Halal",https://www.burpple.com/polar-puffs,4.79
My Favourite Cafe (Bugis Cube),470 North Bridge Road #02-10 Bugis Cube Singapore 188735,"Local Delights, Cheap & Good, Hawker Food",https://www.burpple.com/favourite-cafe-1,3.8
Gao Peng Cuisine (Bugis Village),233 Victoria Street Singapore 188026,Chinese,https://www.burpple.com/gao-peng-cuisine,3.93
Beard Papa's (Bugis Junction),200 Victoria Street #B1-12A Bugis Junction Singapore 188021,Desserts,https://www.burpple.com/beard-papa-1,3.63
Ritz Apple Strudel (Bugis Junction),200 Victoria Street #B1-K12 Bugis Junction Singapore 188021,"Desserts, Halal",https://www.burpple.com/ritz-apple-strudel-bugis-junction,4.1
Chang Cheng Mee Wah (Bugis 269),269 Queen Street #01-236 Singapore 180269,"Kopitiam, Hawker Food",https://www.burpple.com/qs-269-food-house,3.52
Mei Heong Yuen Dessert (Bugis),16 Liang Seah Street Singapore 189037,Desserts,https://www.burpple.com/mei-heong-yuen-dessert-bugis,3.11
HarriAnns Nonya Table (Bugis Junction),230 Victoria Street #01-01A Bugis Junction Towers Singapore 188024,"Peranakan, Desserts",https://www.burpple.com/harrianns-delights,3.86
QQ Noodle House (Bugis Village),231 Victoria Street Bugis Village Singapore 188025,"Local Delights, Hawker Food",https://www.burpple.com/qq-noodle-house,4.0
I Love Taimei (Bugis Village),52 Queen Street #ABFL-21 Singapore 188539,"Taiwanese, Fast Food, Bubble Tea",https://www.burpple.com/i-love-taimei,3.35
Fun Toast (Bugis Downtown MRT),191 Rochor Road #B2-06 Bugis MRT Singapore 188476,"Local Delights, Bread, Cafes & Coffee",https://www.burpple.com/fun-toast-3,2.7
Tuk Tuk Cha (Bugis Junction),200 Victoria Street #M01-K1 Bugis Junction Singapore 188021,"Thai, Desserts, Halal",https://www.burpple.com/tuk-tuk-cha-5,3.83
Odeon Beef Noodles (Bugis Junction),200 Victoria Street #03-30 Bugis Junction Food Junction Singapore 180021,"Kopitiam, Hawker Food",https://www.burpple.com/odeon-beef-noodles,3.33
Beauty Nutritious Soup (Bugis Junction),200 Victoria Street #03-30 Bugis Junction Food Junction Stall 3 Singapore 188021,"Soup, Hawker Food",https://www.burpple.com/beauty-nutritious-soup-bugis-junction,4.41
Sumire Yakitori House (Bugis Junction),200 Victoria Street #01-88/89 Bugis Junction Singapore 188021,"Japanese, Takeaway Available",https://www.burpple.com/sumire-yakitori-house,3.76
Hong Kong Egglet (Bugis Junction),200 Victoria Street #B1-K14 Bugis Junction Singapore 188021,Desserts,https://www.burpple.com/hong-kong-egglet-1,3.82
Old Chang Kee (Bugis Junction),200 Victoria Street #B1-13 Bugis Junction Singapore 188021,"Local Delights, Fast Food, Halal",https://www.burpple.com/old-chang-kee-16,3.79
Popeyes Louisiana Kitchen (Bugis Village),229 Victoria Street Singapore 188023,"Fast Food, Halal",https://www.burpple.com/popeye-luisiana-kitchen-at-bugis,2.94
Cast Iron,7 Fraser Street #01-32/33 DUO Galleria Singapore 189356,"Bars, Sushi, Steak, Japanese, Dinner With Drinks, Date Night",https://www.burpple.com/cast-iron,3.89
The Coffee Bean & Tea Leaf (Bugis+),201 Victoria Street #01-06 Bugis+ Singapore 188067,"Cafes & Coffee, Halal",https://www.burpple.com/the-coffee-bean-tea-leaf-74,3.06
New Manlee Bak Kut Teh (Bugis+),201 Victoria Street #01-12 Bugis+ Singapore 188067,"Rainy Day Comforts, Bak Kut Teh, Hawker Food",https://www.burpple.com/new-manlee-bak-kut-teh,3.97
The Connoisseur Concerto (Bugis Junction Main),80 Middle Road #01-92-96 Bugis Junction Singapore 188966,"Cafes & Coffee, Western, Breakfast & Brunch",https://www.burpple.com/the-connoisseur-concerto-tcc-24,3.77
Long John Silver's (Bugis Village),251 Victoria Street Bugis Village Singapore 188035,"Fast Food, Halal",https://www.burpple.com/long-john-silver-bugis-village,4.51
Ya Kun Kaya Toast (Bugis Junction),200 Victoria Street #B1-11 Bugis Junction Singapore 188024,"Local Delights, Bread, Cafes & Coffee, Breakfast & Brunch",https://www.burpple.com/yakun-kaya-toast-bugis-junction,3.42
The Original Boat Noodle (Bugis Junction),200 Victoria Street #02-46 Bugis Junction Singapore 188021,Thai,https://www.burpple.com/the-original-boat-noodle-bugis-junction,4.46
Jalan Tua Kong Lau Lim (Bugis),269 Queen Street #01-235 Singapore 180269,Hawker Food,https://www.burpple.com/jalan-tua-kong-lau-lim-mee-pok-at-bugis,4.67
The Connoisseur Concerto (Bugis Junction Atrium),80 Middle Road #01-97 Bugis Junction Singapore 188966,"Cafes & Coffee, Breakfast & Brunch",https://www.burpple.com/tccbugis-junction,3.51
Fika Swedish Cafe & Bistro,257 Beach Road Singapore 199539,"Cafes & Coffee, Western, Halal",https://www.burpple.com/fika-swedish-cafe-bistro,3.62
Xiao Long Kan Hotpot (Bugis Junction),200 Victoria Street #02-54 Bugis Junction Singapore 188021,"Rainy Day Comforts, Supper, Late Night, Chinese, Steamboat",https://www.burpple.com/xiao-long-kan-hotpot-bugis-junction,3.68
HAYO,112 Middle Road #01-00C Midland House Singapore 188970,"Ice Cream & Yoghurt, Healthy, Desserts",https://www.burpple.com/hayo-100-australian-artisanal-yogurt-beverage,3.51
Albert Centre Market & Food Centre,270 Queen Street Singapore 180270,"Cheap & Good, Hawker Food",https://www.burpple.com/albert-centre-market-food-centre-queen-street-market,3.68
Q-WA Izakaya (Beach Road),103 Beach Road #01-02 Singapore 189704,"Bars, Japanese, Good For Groups, 1-For-1 Deals",https://www.burpple.com/qwa-izakaya-beach-road,4.09
LeNu Chef Wai’s Noodle Bar (Bugis Junction),200 Victoria Street #B1-22 Bugis Junction Singapore 188021,Taiwanese,https://www.burpple.com/lenu-taiwan-beef-noodle-bar,3.7
Crystal Jade La Mian Xiao Long Bao (Bugis Junction),200 Victoria Street #B1-04A Bugis Junction Singapore 188021,"Dim Sum, Good For Groups, Chinese",https://www.burpple.com/crystal-jade-la-mian-xiao-long-bao-5,3.41
Ah Heng Curry Chicken Bee Hoon Mee (Bugis),269B Queen Street #01-236 QS269 Food House Singapore 182269,"Rainy Day Comforts, Hawker Food",https://www.burpple.com/ah-heng-curry-noodles-bugis,4.16
Deli Moroccan,51 Bussorah Street Singapore 199467,"Middle Eastern, Turkish",https://www.burpple.com/deli-moroccan,3.66
Blanco Court Fried Fish Noodles,325 Beach Road Singapore 199559,"Rainy Day Comforts, Soup, Hawker Food",https://www.burpple.com/blanco-court-fish-soup,3.75
I am... (Haji Lane),674 North Bridge Road #01-01 Singapore 188804,"Burpple Guides, Cafes & Coffee, Burgers, Western, Halal",https://www.burpple.com/i-am-cafe,3.82
ROCKU Yakiniku,201 Victoria Street #04-06 Bugis+ Singapore 188067,"Steak, Buffets, Japanese, Good For Groups, BBQ",https://www.burpple.com/rocku-japanese-charcoal-grill,3.62
Milksha (Funan),107 North Bridge Road #02-K07 Funan Singapore 179105,"Taiwanese, Desserts, Takeaway Available, Bubble Tea",https://www.burpple.com/milksha-funan,4.09
Ri Ji Porridge (Queen Street),269B Queen Street QS269 Coffeeshop Singapore 182269,Hawker Food,https://www.burpple.com/SyzYHE84,3.07
Box n Sticks,28 Kandahar Street Singapore 198889,"Sushi, Japanese, Dinner With Drinks, Good For Groups",https://www.burpple.com/box-n-sticks,3.76
Blanco Court Prawn Noodle,243 Beach Road #01-01 Singapore 189754,"Local Delights, Hawker Food",https://www.burpple.com/blanco-court-prawn-mee,3.77
Warong Nasi Pariaman,736/738 North Bridge Road Singapore 198706,"Local Delights, Indonesian, Halal",https://www.burpple.com/warong-nasi-pariaman,3.81
Bai Nian Niang Dou Fu (Albert Centre Market & Food Centre),270 Queen Street #01-106 Albert Centre Market & Food Centre Singapore 180270,"Cheap & Good, Hawker Food",https://www.burpple.com/sgYXV5q7,3.73
Beirut Grill,72 Bussorah Street Singapore 199485,"Middle Eastern, 1-For-1 Deals, Mediterranean",https://www.burpple.com/beirut-grill,3.61
La Marelle Café & Boutique,25A Baghdad Street Singapore 199664,"Burpple Guides, Cafes & Coffee, Cakes, Breakfast & Brunch, Halal",https://www.burpple.com/la-marele-cafe,3.85
Alaturka,15 Bussorah Street Singapore 199436,"Middle Eastern, Turkish, Good For Groups, Mediterranean, Halal",https://www.burpple.com/alaturka-restaurant-1,3.56
Tabbouleh (Bussorah Street),54 Bussorah Street Singapore 199470,"Middle Eastern, Turkish, 1-For-1 Deals",https://www.burpple.com/tabbouleh-bussorah-street,3.89
Warung Ijo,337 Beach Road Singapore 199565,"Local Delights, Vegetarian, Cafes & Coffee, Indonesian, Nasi Lemak",https://www.burpple.com/warung-ijo,3.29
Pancake Boss Martabak Manis,470 North Bridge Road #04-15 Bugis Cube Mall Singapore 188735,"Desserts, Indonesian",https://www.burpple.com/pancake-boss,4.07
Chong Qing (Original) Steamboat Hotpot 重庆正宗老火锅,87 Beach Road #01-02 Chye Sing Building Singapore 189695,"Supper, Late Night, Chinese, Steamboat",https://www.burpple.com/chong-qing-zheng-zhong-ma-la-huo-guo-steamboat,2.63
Nan Hwa Chong Fish Head Steamboat Corner,812/814/816 North Bridge Road Singapore 198779,"Rainy Day Comforts, Zi Char, Supper, Steamboat",https://www.burpple.com/nan-hwa-chong-fish-head-steamboat-corner,3.57
Good Luck Beerhouse,9 Haji Lane Singapore 189202,"Bars, Dim Sum, Late Night, Craft Beer",https://www.burpple.com/good-luck-beerhouse,4.08
Fukusen Japanese Restaurant,33 Jalan Sultan #01-02 Singapore 198965,"Sushi, Chirashi, Japanese",https://www.burpple.com/fukusen-japanese-dining,4.07
Mr Stork,5 Fraser Street Level 39 Andaz Singapore Singapore 189354,"Bars, Great View, Late Night, Cocktails",https://www.burpple.com/mr-stork,4.37
NOX - Dine in the Dark,269 Beach Road Singapore 199546,"Interesting, Dinner With Drinks, Date Night, European",https://www.burpple.com/nox-dine-in-the-dark,3.83
Chaiholics (Haji Lane),26 Haji Lane The Singapura Club Singapore 189219,Cafes & Coffee,https://www.burpple.com/chaiholics-the-singapura-club,4.84
Vege Pot,190 Middle Road #02-31 Fortune Centre Singapore 188979,"Local Delights, Vegetarian, Healthy, Chinese",https://www.burpple.com/vege-pot,3.75
New Green Pasture Cafe,190 Middle Road #04-22 Fortune Centre Singapore 188979,"Local Delights, Vegetarian, Healthy, Cafes & Coffee",https://www.burpple.com/new-green-pasture-cafe,4.31
Fortune Centre,190 Middle Road Singapore 188979,"Vegetarian, Kopitiam",https://www.burpple.com/fortune-centre,3.2
Tabbouleh (Arab Street),41 Arab Street Singapore 199740,"Middle Eastern, Turkish, 1-For-1 Deals",https://www.burpple.com/tabbouleh,4.03
Herbivore,190 Middle Road #01-13/14 Fortune Centre Singapore 188979,"Sushi, Vegetarian, Japanese, Healthy",https://www.burpple.com/herbivore,3.37
Padi,53 Bussorah Street Singapore 199469,"Malay, Halal",https://www.burpple.com/padi,3.38
The Green Oven (Alley on 25),5 Fraser Street Level 25 Andaz Singapore Alley on 25 Singapore 189354,"Great View, Dinner With Drinks, Good For Groups, Western, Breakfast & Brunch",https://www.burpple.com/the-green-oven,4.58
So France,7 Fraser Street #01-51/56 DUO Galleria Singapore 189356,"French, Dinner With Drinks, Cafes & Coffee, Breakfast & Brunch",https://www.burpple.com/so-france,3.97
Song Garden,122 Middle Road Mercure Singapore Bugis Singapore 188973,"Dim Sum, Good For Groups, Chinese",https://www.burpple.com/song-garden-at-mecure-hotel-bugis,4.26
% Arabica (Arab Street),56 Arab Street Singapore 199753,"Cafes & Coffee, Desserts",https://www.burpple.com/arabica-singapore-arab-street,3.58
Ciao Italian Risto Bar,8 Haji Lane #01-01 Singapore 189201,"Pasta, Italian, Pizza, Dinner With Drinks, Date Night, Late Night",https://www.burpple.com/ciao-1,3.9
PizzaExpress (DUO Galleria),7 Fraser Street #01-01/02 DUO Galleria Singapore 189356,"Pasta, Italian, Pizza",https://www.burpple.com/pizza-express-11,3.7
Baker & Cook (InterContinental Singapore),80 Middle Road InterContinental Singapore Singapore 188966,"Bread, Cafes & Coffee, Desserts, Breakfast & Brunch",https://www.burpple.com/gpeTKsBi,3.94
IB HQ,774A North Bridge Road Singapore 198742,"Bars, Cocktails",https://www.burpple.com/ib-hq,4.75
Joe & Dough (DUO Galleria),7 Fraser Street #01-34/35 DUO Galleria Singapore 189356,"Sandwiches, Cafes & Coffee, Desserts, Cakes, Breakfast & Brunch",https://www.burpple.com/joe-dough-cafe,3.68
Meomi Cat Cafe,668 North Bridge Road Singapore 188801,"Interesting, Cafes & Coffee",https://www.burpple.com/meomi-cat-cafe,3.82
Lina's Cafe,7 Jalan Pisang Singapore 199074,"Local Delights, Cafes & Coffee, Malay, Desserts, Cakes, Halal",https://www.burpple.com/linas-cafe,4.73
Man Man Japanese Unagi Restaurant (DUO Galleria),7 Fraser Street #01-48 DUO Galleria Singapore 189356,"Seafood, Japanese",https://www.burpple.com/man-man-japanese-unagi-restaurant-duo-galleria,3.91
HolyCrab,2 Tan Quee Lan Street #01-03 Singapore 188091,"Seafood, Zi Char, Chinese",https://www.burpple.com/holycrab,4.01
Bergs Gourmet Burgers (Haji Lane),10 Haji Lane Singapore 189203,"Burgers, Western",https://www.burpple.com/bergs-haji-lane,3.79
Small’s,161 Middle Road Singapore 188978,Pizza,https://www.burpple.com/smalls,3.57
Islamic Restaurant,745 North Bridge Road Singapore 198713,"Burpple Guides, Indian, Cheap & Good, Hawker Food, Halal",https://www.burpple.com/islamic-restaurant,4.42
Pizza Fabbrica,70 Bussorah Street Singapore 199483,"Pasta, Italian, Pizza, Dinner With Drinks, Date Night",https://www.burpple.com/pizza-fabbrica,4.28
Chow Zan Dessert,801 North Bridge Road Singapore 198769,Desserts,https://www.burpple.com/dessert-chow-zan,3.28
Kao Gong Fu,470 North Bridge Road #01-02 Bugis Cube Singapore 188735,"Supper, Late Night, Chinese, Steamboat",https://www.burpple.com/kao-gong-fu,2.5
Xun Wei Hotpot,28 Liang Seah Street Singapore 189049,"Rainy Day Comforts, Buffets, Supper, Chinese, Steamboat",https://www.burpple.com/xun-wei-hotpot,4.63
Zhong Hua Steamboat & Ramen,95 Beach Road #01-01 Singapore 189699,"Buffets, Japanese, Supper, Steamboat",https://www.burpple.com/zhong-hua-steamboat-ramen,3.92
Ji De Chi Dessert (Liang Seah Court),8 Liang Seah Street #01-03 Liang Seah Court Singapore 189029,"Desserts, Supper",https://www.burpple.com/ji-de-chi-dessert,3.65
Muzium Cafe,8/9 Bali Lane Singapore 189845,"Turkish, Cafes & Coffee, Mediterranean",https://www.burpple.com/muzium-cafe,4.64
Asia Baru Snack Bar,390 Victoria Street #02-55 Golden Landmark Shopping Centre Singapore 188061,Hawker Food,https://www.burpple.com/asia-baru-snack-bar,4.43
Goodwill Cafeteria,390 Victoria Street #02-32 Golden Landmark Shopping Complex Singapore 188061,"Cafes & Coffee, Hawker Food",https://www.burpple.com/golden-landmark-shopping-complex,4.71
Singapore Famous Rojak (Albert Centre Market & Food Centre),270 Queen Street #01-45 Albert Centre Market & Food Centre Singapore 180270,Hawker Food,https://www.burpple.com/singapore-famous-rojak,1.65
2CÔ SG,269B Queen Street #01-236 QS269 Food House Singapore 182269,"Vietnamese, Hawker Food",https://www.burpple.com/2-co-sg,3.72
Zheng Xing Mei Shi (Albert Centre Market & Food Centre),270 Queen Street #01-64 Albert Centre Market & Food Centre Singapore 180270,"Desserts, Hawker Food",https://www.burpple.com/zheng-xing-mei-shi,3.03
Tien Fook (Albert Centre Market & Food Centre),270 Queen Street #01-116 Albert Centre Market & Food Centre Singapore 180270,Hawker Food,https://www.burpple.com/tien-fook,1.81
Ah Seng Bak Chor Mee (Albert Centre Market & Food Centre),270 Queen Street #01-77 Albert Centre Market & Food Centre Singapore 180270,Hawker Food,https://www.burpple.com/ah-seng-bak-chor-mee,3.59
Korean Food (Fortune Centre),190 Middle Road #02-18 Fortune Centre Singapore 188979,"Cheap & Good, Korean",https://www.burpple.com/korean-food,3.87
Li Fang Congee (Albert Centre Market & Food Centre),270 Queen Street #01-78 Albert Centre Market & Food Centre Singapore 180270,Hawker Food,https://www.burpple.com/li-fang-porridge,3.82
Yellow Box,345 Beach Road Singapore 199568,"Malay, Indonesian, Hawker Food",https://www.burpple.com/yellow-box,4.89
Crispy Pancake,3 New Bugis Street Bugis Village Singapore 188867,Desserts,https://www.burpple.com/crispy-pancake-bugis-street,3.65
Just Steam 纯蒸,776 North Bridge Road Singapore 198744,"Seafood, Healthy, Good For Groups, Chinese",https://www.burpple.com/just-steam,4.32
K-ju,112 Middle Road #01-00A Midland House Singapore 188970,"Bars, Korean",https://www.burpple.com/kju,4.41
Green Bliss Habitat,190 Middle Road #02-01 Fortune Centre Singapore 188979,"Local Delights, Vegetarian",https://www.burpple.com/green-bliss-habitat,3.01
Traditional Wanton Noodle (Albert Centre Market & Food Centre),270 Queen Street #01-118 Albert Centre Market & Food Centre Singapore 180270,Hawker Food,https://www.burpple.com/traditional-wanton-noodle-albert-centre,3.58
Asian House,190 Middle Road #01-32 Fortune Centre Singapore 188979,"Local Delights, Hawker Food",https://www.burpple.com/asian-house,3.75
Eat 3 Cuts,175 Bencoolen Street #01-49 Burlington Square Singapore 189649,"Chinese, Hawker Food",https://www.burpple.com/eat3cuts,3.59
Sushi Plus,200 Victoria Street #02-53 Bugis Junction Singapore 188021,"Sushi, Japanese",https://www.burpple.com/sushi-plus-bugis-junction,3.49
SaladStop! (DUO Galleria),7 Fraser Street #01-58 DUO Galleria Singapore 189350,"Healthy, Salads, Takeaway Available",https://www.burpple.com/saladstop-duo-galleria,4.35
Agrobazaar Malaysia,43 Sultan Gate Singapore 198485,"Local Delights, Cafes & Coffee",https://www.burpple.com/agrobazaar-malaysia,3.58
Chu Tang 初堂,7 Fraser Street #B3-07 DUO Galleria Singapore 189356,"Taiwanese, Sandwiches, Desserts",https://www.burpple.com/chu-tang,3.96
All In,660 North Bridge Road Singapore 188797,"Ice Cream & Yoghurt, Cafes & Coffee, Desserts, Halal",https://www.burpple.com/all-in,3.93
Meating Place,7 Fraser Street #01-27 DUO Galleria Singapore 189356,"Steak, Western",https://www.burpple.com/meating-place,4.11
Fukusen Izakaya,51 Jalan Sultan Singapore 198975,Japanese,https://www.burpple.com/fukusen-izakaya,4.67
Teppan Chef's Table,5 Fraser Street Level 25 Andaz Singapore Singapore 189354,Japanese,https://www.burpple.com/teppan-chefs-table,2.18
Tai Liu Crayfish,1 Liang Seah Street #01-07/08 Singapore 189022,"Seafood, Supper, Chinese",https://www.burpple.com/tai-liu-crayfish,4.84
Noodle Thai Thai Kitchen (Beach Road),327 Beach Road Singapore 199560,"Thai, Cheap & Good, Takeaway Available",https://www.burpple.com/noodle-thaithai-kitchen,4.2
Puri-Puri,367 Beach Road Singapore 199579,Japanese,https://www.burpple.com/puripuri,4.06
Funq,20 Haji Lane Singapore 189213,"Bars, Late Night",https://www.burpple.com/funq-sg,0.55
Happy Crab,13 Pahang Street Singapore 198613,"Seafood, Zi Char, Good For Groups, Hawker Food",https://www.burpple.com/happy-crab,4.29
Victory Restaurant,701 North Bridge Road Singapore 198677,"Burpple Guides, Indian, Cheap & Good, Supper, Hawker Food",https://www.burpple.com/victory-restaurant-pte-ltd,3.36
Say Seng Cooked Food (Albert Centre Market & Food Centre),270 Queen Street #01-92 Albert Centre Market & Food Centre Singapore 180270,Hawker Food,https://www.burpple.com/say-seng-cooked-food,2.95
Pondok Jawa Timur,737 North Bridge Road Singapore 198705,"Indonesian, Halal",https://www.burpple.com/pondok-jawa-timur,3.8
Queen St. Prawn Noodles (Albert Centre Market & Food Centre),270 Queen Street #01-60 Albert Centre Market & Food Centre Singapore 180270,Hawker Food,https://www.burpple.com/queen-st-prawn-noodles,1.6
BAIT,73 Bussorah Street Singapore 199486,"Bars, Pizza, Western",https://www.burpple.com/baitsg,4.66
Seow Choon Hua Restaurant,33 Sultan Gate Singapore 198481,"Cheap & Good, Chinese, Hawker Food",https://www.burpple.com/seow-choon-hua-restaurant,3.45
Sari Ratu Restaurant (Haji Lane),20 Pahang Street Singapore 198617,Indonesian,https://www.burpple.com/sari-ratu-restaurant,3.5
No Name Teh Sarabat Stall,21 Baghdad Street Singapore 199660,"Indian, Hawker Food",https://www.burpple.com/teh-sarabat-stall,2.98
Nasrin Authentic Persian Cuisine,58 Arab Street Singapore 199755,Middle Eastern,https://www.burpple.com/nasrin-i-restaurant,2.66
Luk Lu Eating House,341 Beach Road Singapore 199567,"Kopitiam, Hawker Food",https://www.burpple.com/luk-lu-eating-house,3.64
Barcook Bakery (OG Albert Complex),60 Albert Street #01-03/04 OG Albert Complex Singapore 189969,"Bread, Desserts, Cakes",https://www.burpple.com/barcook-bakery,4.34
328 Katong Laksa (OG Albert Complex),60 Albert Street #01-02 OG Albert Complex Singapore 189969,"Local Delights, Hawker Food",https://www.burpple.com/katong-laksa-bugis,3.0
Plancha’Lah! (Alley on 25),5 Fraser Street Level 25 Andaz Singapore Alley on 25 Singapore 189354,"Dinner With Drinks, Date Night",https://www.burpple.com/planchalah,3.27
Four Season Coffee Bread,190 Middle Road #01-02 Fortune Centre Singapore 188979,"Kopitiam, Bread, Cafes & Coffee",https://www.burpple.com/four-season-coffee-bread,4.29
MooTeow Chilli Beef Kway Teow (Wild Market),100 Beach Road #01-31 Shaw Towers Wild Market Singapore 189702,Hawker Food,https://www.burpple.com/mooteow,3.89
Bunny Tea,7 Fraser Street #01-57 DUO Galleria Singapore 189356,Desserts,https://www.burpple.com/bunny-tea,3.94
FatBack & Rye,53 Haji Lane Singapore 189246,"Bars, Sandwiches, Craft Beer, Cocktails",https://www.burpple.com/fatback-rye,4.09
Yummy Rice Shop (Albert Centre Market & Food Centre),270 Queen Street #01-107 Albert Centre Market & Food Centre Singapore 180270,Hawker Food,https://www.burpple.com/yummy-rice-shop,2.85
Fortune Food (Albert Centre Market & Food Centre),270 Queen Street #01-80 Albert Centre Market & Food Centre Singapore 180270,Hawker Food,https://www.burpple.com/fortune-food-albert-centre-market-food-centre,3.66
New Rong Liang Ge Cantonese Roast Duck (Queen Street),269B Queen Street #01-235 3838 Eating Place Singapore 182269,"Local Delights, Cheap & Good, Hawker Food",https://www.burpple.com/new-rong-liang-ge,4.01
Whampoa Soya Bean (Albert Centre Market & Food Centre),270 Queen Street #01-56 Albert Centre Market & Food Centre Singapore 180270,"Desserts, Hawker Food",https://www.burpple.com/whampoa-soya-bean-1,2.52
Sa Tae Bak,31 Bali Lane Singapore 189867,"Bars, BBQ",https://www.burpple.com/sa-tae-bak,4.66
Sufi's Corner,56 Arab Street Singapore 199747,"Middle Eastern, Turkish, Late Night, Mediterranean",https://www.burpple.com/sufis-corner-singapore,3.3
Angel Horse Teochew Fish Soup (Albert Centre Market & Food Centre),270 Queen Street #01-95 Albert Centre Market & Food Centre Singapore 180270,"Rainy Day Comforts, Hawker Food",https://www.burpple.com/angel-horse-teochew-fish-soup-stall-0195,4.79
Thunder Tea Rice (Queen Street),269 Queen Street #01-236 Chang Cheng Mee Wah Singapore 180269,"Vegetarian, Healthy, Hawker Food",https://www.burpple.com/thunder-tea-rice-queen-street,3.71
Tai Loke Hainan Chicken Rice,269B Queen Street #01-235 Singapore 182269,"Chicken Rice, Hawker Food",https://www.burpple.com/tai-loke-hainanese-chicken-rice,4.54
Rochor Centre Kopitiam,1 Rochor Road Singapore 180001,Hawker Food,https://www.burpple.com/rochor-centre-block-1,2.94
Xin Xiang Gang Congee Centre Traditional Claypot Rice (Albert Centre Market & Food Centre),270 Queen Street #01-55 Albert Centre Market & Food Centre Singapore 180270,Hawker Food,https://www.burpple.com/xin-xiang-gang-congee-centre-traditional-claypot-rice-albert-cen,2.5
Sushi Don,8 Wilkie Road #01-16 Wilkie Edge Singapore 228095,"Chirashi, Japanese",https://www.burpple.com/sushi-don,4.87
Al Jazeera Turkish & Middle Eastern Cuisine,43 Bussorah Street Singapore 199461,"Middle Eastern, Turkish",https://www.burpple.com/al-jazeera-turkish-middle-eastern-cuisine,4.14
Victoria Bar,"80 Middle Road Level 1, Intercontinental Singapore Singapore 188966",Bars,https://www.burpple.com/victoria-bar,3.39
Icehaus (Alley on 25),5 Fraser Street Level 25 Andaz Singapore Alley on 25 Singapore 189354,"Seafood, Buffets, Salads, Western",https://www.burpple.com/icehaus,4.41
Bodhi Deli,190 Middle Road #03-26A Fortune Centre Singapore 188979,"Local Delights, Vegetarian, Hawker Food",https://www.burpple.com/bodhi-deli,3.42
Boulevard (DUO Galleria),7 Fraser Street #01-30/31 DUO Galleria Singapore 189356,"Bars, Late Night, Burgers, Western",https://www.burpple.com/boulevard-duo-galleria,4.88
Roots by Raw Elements,190 Middle Road #03-19 Fortune Centre Singapore 188979,"Western, Takeaway Available",https://www.burpple.com/roots-by-raw-elements,4.35
MAMANDA,73 Sultan Gate Singapore 198497,"Malay, Good For Groups, Halal",https://www.burpple.com/mamanda-restaurant,4.14
M.A. Deen Biasa,95 Jalan Sultan #01-01 Singapore 198998,"Indian, Malay, Supper, Hawker Food, Halal",https://www.burpple.com/m-a-deenbiasa-s-pte-ltd-king-of-soup-tulang,3.61
Sticky Rice,23 Bali Lane Singapore 189859,"Thai, Halal",https://www.burpple.com/sticky-rice-1,4.16
Sinseh: The Grocery,9 Jalan Pisang #01-01 Singapore 199076,"Ice Cream & Yoghurt, Desserts, Waffles, Breakfast & Brunch, Halal",https://www.burpple.com/sinseh-the-grocery,3.81
Ash & Elm,80 Middle Road Level 1 InterContinental Singapore Singapore 188966,"Buffets, Dinner With Drinks, Date Night, European",https://www.burpple.com/ash-elm,3.65
The Cat Cafe,241B Victoria Street Singapore 188030,"Interesting, Cafes & Coffee",https://www.burpple.com/the-cat-cafe,3.24
The Landmark,390 Victoria Street #05-01 Village Hotel Bugis Singapore 188061,"Buffets, Good For Groups, Halal",https://www.burpple.com/the-landmark-1,4.13
Auntie’s Wok & Steam (Alley on 25),5 Fraser Street Level 25 Andaz Singapore Alley on 25 Singapore 189354,"Seafood, Great View, Dinner With Drinks, Chinese",https://www.burpple.com/aunties-wok-steam,3.75
Xiao Jun Gan Chuan Chuan Xiang (Beach Road),101 Beach Road #01-01 Singapore 189703,"Rainy Day Comforts, Buffets, Supper, Chinese, Steamboat",https://www.burpple.com/xiaojunganchuanchuanxiang,3.63
Taliwang Restaurant,26 Kandahar Street Singapore 198888,"Indonesian, Halal",https://www.burpple.com/taliwang-restaurant,2.5
Dahlia Cafe,390 Victoria Street #02-21/22 Golden Landmark Singapore 188061,"Cafes & Coffee, Malay, Cheap & Good, Hawker Food",https://www.burpple.com/dahlia-cafe,3.56
Yama-Ya,190 Middle Road #01-33 Fortune Centre Singapore 188979,Japanese,https://www.burpple.com/yama-ya,3.9
Perfetto Cafe,11 Bussorah Street Singapore 199432,"Cafes & Coffee, Western, Breakfast & Brunch",https://www.burpple.com/perfetto-cafe,2.71
WitBier,14 Aliwal Street Singapore 199907,"Bars, Dinner With Drinks, Late Night",https://www.burpple.com/witbier-cafe,3.21
KINS Restaurant,2 Jalan Klapa Singapore 199314,"Pasta, Western",https://www.burpple.com/kins-restaurant,3.74
